subject,object,relation,paper_id,sentence_no,num_evidence
researchers,impact,examine,"[181537, 188759, 190415, 192270, 199560, 204205, 209289, 220950, 109892, 114580, 115513, 123653, 133823, 145112, 146573, 148340, 149326, 152155, 152683, 43273, 47232, 49084, 50248, 52822, 76744, 77963, 79451, 80322, 84311, 85217, 86679, 94282, 96691, 11983, 12465, 13331, 20612, 21756, 23430, 29627, 29843, 30455, 31098, 31499, 32797, 32936, 33747, 34614, 160446, 160944, 162419, 162919, 164044, 175843, 176082, 176649, 177527, 179385]","[0, 0, 0, 3, 1, 1, 0, 2, 1, 2, 3, 1, 0, 1, 0, 0, 5, 2, 3, 5, 2, 3, 1, 1, 0, 1, 2, 0, 4, 2, 3, 2, 1, 0, 0, 0, 2, 3, 2, 1, 2, 5, 1, 6, 1, 3, 1, 2, 2, 0, 2, 12, 3, 2, 2, 1, 0, 1]",58
researchers,impact,evaluate,"[182458, 199266, 208039, 105524, 105748, 113325, 114390, 117372, 117815, 117908, 127509, 130267, 130271, 142880, 146686, 156264, 156266, 156906, 159181, 42548, 47896, 48368, 51251, 91488, 1615, 2729, 4924, 7016, 7508, 7774, 9349, 10376, 11268, 12376, 20932, 21889, 30771, 30828, 31669, 35212, 37118, 37780, 169370, 174444, 174992, 175424, 177020, 177087, 177251, 179492]","[1, 4, 1, 4, 1, 5, 4, 1, 1, 3, 2, 3, 1, 0, 16, 1, 1, 2, 1, 0, 2, 3, 4, 1, 1, 5, 0, 4, 3, 1, 3, 1, 4, 8, 2, 2, 0, 1, 2, 2, 3, 3, 0, 2, 1, 0, 1, 4, 2, 1]",50
researchers,impact,analyze,"[182662, 183848, 186926, 191891, 195536, 196593, 198786, 201434, 202133, 202589, 203512, 213633, 219846, 225103, 102569, 105106, 106228, 113815, 113849, 135940, 140210, 142492, 149362, 150077, 153383, 158175, 42095, 45001, 46513, 47008, 49882, 53030, 55568, 60543, 61399, 61626, 73031, 80706, 82429, 89406, 93545, 94427, 1493, 1533, 3435, 7018, 7406, 8866, 8894, 10299, 10302, 16915, 20711, 29851, 35349, 37780, 164170, 165377, 168295, 175985, 176119]","[0, 3, 0, 0, 5, 1, 4, 1, 5, 1, 7, 2, 0, 0, 0, 0, 6, 0, 1, 0, 5, 2, 2, 0, 2, 5, 2, 0, 10, 1, 0, 0, 0, 0, 1, 1, 1, 0, 2, 3, 6, 5, 6, 4, 2, 4, 0, 3, 3, 6, 4, 2, 5, 0, 2, 2, 3, 2, 4, 1, 5]",61
researchers,impact,report,"[183098, 203995, 43809, 29056]","[2, 1, 1, 3]",4
researchers,impact,discuss,"[183264, 222474, 112587, 130279, 90221, 91061, 1218, 173372, 177093, 177176]","[5, 8, 6, 7, 8, 7, 0, 3, 3, 2]",10
researchers,impact,experiment,"[183271, 160938]","[0, 2]",2
researchers,impact,compare,"[183599, 185888, 209347, 217555, 218822, 115031, 154352, 45491, 47440, 60504, 21361, 28832, 28832, 164275, 164515, 177620, 178781]","[8, 0, 0, 3, 3, 1, 1, 3, 4, 0, 4, 4, 4, 0, 2, 4, 2]",17
researchers,impact,address,"[183979, 141069, 91207, 13707]","[1, 0, 1, 2]",4
researchers,impact,estimate,"[187362, 191724, 196754, 210435, 216017, 221723, 224829, 105285, 118341, 122236, 124163, 130945, 132662, 132804, 147756, 47058, 58394, 61975, 80605, 88189, 23301, 35270, 39574, 161275, 169370]","[7, 5, 1, 4, 3, 0, 2, 5, 0, 2, 4, 5, 1, 3, 0, 9, 2, 1, 2, 1, 2, 3, 0, 3, 5]",25
researchers,impact,conclude,"[191038, 215663, 87578]","[8, 6, 5]",3
researchers,impact,rule-out,"[191829, 13754]","[7, 6]",2
researchers,impact,project,"[193282, 21893, 29626, 176560]","[0, 2, 0, 1]",4
researchers,impact,simulate,"[194362, 207052, 208634, 211030, 115569, 134021, 88189, 8421, 22078]","[3, 8, 0, 7, 10, 0, 2, 3, 5]",9
researchers,impact,know,"[194530, 195022, 199182, 104226, 129956, 134865, 151679, 61812, 77954, 22905, 165925]","[4, 5, 2, 1, 0, 5, 13, 1, 1, 8, 0]",11
researchers,impact,find,"[198947, 212743, 221609, 104636, 116529, 145131, 41844, 44672, 50941, 61841, 90739, 91731, 31426, 31668, 165240, 176933]","[3, 6, 0, 2, 4, 3, 2, 2, 1, 7, 0, 4, 5, 4, 2, 5]",16
researchers,impact,emphasize,"[199368, 84032]","[4, 2]",2
researchers,impact,reduce,"[200375, 202256, 205161, 91513, 8818, 29186]","[2, 2, 1, 2, 1, 2]",6
researchers,impact,test,"[208228, 215663, 226964, 121020, 55584, 60450, 20948, 21650, 30207, 33352, 178968]","[3, 0, 3, 1, 10, 5, 4, 4, 3, 4, 1]",11
researchers,impact,consider,"[208978, 104041, 124197, 145348, 145985, 43742, 43765, 75611, 13840, 28605, 30772]","[4, 4, 6, 5, 1, 2, 1, 1, 2, 11, 7]",11
researchers,impact,show,"[213463, 109925, 120575, 47629, 54202, 56447, 61921, 80974, 7186, 165125]","[0, 2, 9, 0, 1, 2, 5, 5, 2, 1]",10
researchers,impact,realize,"[217692, 137652, 6906]","[3, 1, 0]",3
researchers,impact,mitigate,"[220949, 83033]","[8, 1]",2
researchers,impact,review,"[223317, 106663, 118520, 130035, 151869, 156107, 52484, 71912, 16145, 166292, 175089, 176733]","[2, 1, 0, 3, 4, 2, 3, 6, 1, 3, 6, 5]",12
researchers,impact,see,"[223627, 7262]","[4, 2]",2
researchers,impact,calculate,"[100720, 136389, 23301]","[5, 1, 4]",3
researchers,impact,ask,"[109981, 23767]","[3, 1]",2
researchers,impact,model,"[111012, 119727, 54722, 26615, 29074, 30603]","[3, 6, 2, 6, 4, 4]",6
researchers,impact,focus,"[114578, 118172, 33995, 163851]","[1, 0, 1, 1]",4
researchers,impact,detect,"[116868, 76002]","[0, 3]",2
researchers,impact,modell,"[120078, 131791, 138320, 148033]","[1, 2, 4, 4]",4
researchers,impact,hypothesize,"[132058, 27325, 176320]","[2, 8, 2]",3
researchers,impact,concentrate,"[141350, 2343, 7707, 12437, 13680]","[5, 5, 4, 4, 2]",5
researchers,impact,characterize,"[141412, 96285, 1568]","[3, 2, 4]",3
researchers,impact,observe,"[144849, 22407]","[3, 4]",2
researchers,impact,document,"[145644, 96057]","[5, 8]",2
researchers,impact,expect,"[152022, 31293, 162919]","[1, 10, 12]",3
researchers,impact,propose,"[52329, 22079]","[4, 4]",2
researchers,impact,summarize,"[61217, 161659]","[1, 1]",2
researchers,impact,identify,"[81149, 96079]","[1, 4]",2
researchers,impact,forecast,"[8543, 21476]","[5, 1]",2
researchers,temperature,manipulate,"[180025, 194102, 178783]","[2, 1, 3]",3
researchers,temperature,project,"[182565, 182565]","[5, 5]",2
researchers,temperature,reconstruct,"[194982, 194982, 119387, 49005, 84697]","[2, 5, 4, 2, 3]",5
researchers,temperature,extract,"[217845, 130624]","[0, 4]",2
researchers,temperature,measure,"[226951, 114136, 134346, 47909]","[6, 0, 0, 0]",4
researchers,temperature,use,"[131002, 148798, 156546, 32712, 34488, 178799]","[1, 1, 0, 4, 5, 6]",6
researchers,temperature,adjust,"[144364, 179053]","[4, 4]",2
researchers,temperature,analyze,"[149399, 58317, 12462]","[1, 0, 3]",3
researchers,temperature,experiment,"[155708, 29017]","[3, 2]",2
researchers,temperature,test,"[71764, 175922]","[2, 10]",2
researchers,temperature,monitor,"[9773, 22465, 33970, 40110]","[3, 2, 3, 3]",4
researchers,temperature,quantify,"[28442, 179924]","[1, 1]",2
researchers,space,depend,"[180026, 45824]","[9, 2]",2
researchers,space,find,"[208028, 175716]","[1, 9]",2
researchers,space,explore,"[136766, 173021]","[2, 1]",2
researchers,space,study,"[142630, 76739]","[1, 3]",2
researchers,space,analyze,"[76739, 165108]","[3, 7]",2
researchers,interviews,use,"[180033, 196889, 175938]","[3, 1, 2]",3
researchers,interviews,conduct,"[106302, 128021, 133866, 139691, 48499, 72246, 35298, 165645]","[3, 1, 3, 2, 0, 1, 1, 4]",8
researchers,exposure,quantify,"[180038, 207543]","[2, 2]",2
researchers,exposure,estimate,"[180773, 183541, 210389, 104625, 107107, 123004, 126004, 137977, 94068, 14459, 29442, 30720, 176700, 177092]","[5, 1, 4, 3, 10, 7, 7, 1, 0, 4, 2, 3, 2, 2]",14
researchers,exposure,determine,"[180959, 219739, 144877, 89941]","[3, 1, 6, 0]",4
researchers,exposure,investigate,"[181076, 116189, 133216]","[4, 2, 0]",3
researchers,exposure,measure,"[192442, 211763, 222507, 123844, 124753, 130672, 149057, 42414, 45063, 62011, 84289, 30694]","[13, 1, 0, 1, 5, 2, 2, 0, 2, 6, 5, 2]",12
researchers,exposure,study,"[213564, 124481]","[0, 9]",2
researchers,exposure,calculate,"[213875, 146071, 146071, 96975]","[2, 3, 5, 5]",4
researchers,exposure,assess,"[221283, 222681, 226458, 117829, 119394, 122177, 124300, 125563, 127509, 143152, 56317, 58016, 76735, 81447, 14953, 22403, 177078, 178695]","[3, 0, 0, 4, 0, 0, 2, 1, 2, 3, 1, 2, 2, 4, 2, 2, 2, 2]",18
researchers,exposure,show,"[112969, 13891]","[3, 5]",2
researchers,exposure,define,"[120366, 141215]","[3, 2]",2
researchers,exposure,compare,"[124137, 152727]","[4, 0]",2
researchers,exposure,characterize,"[130456, 179019]","[3, 1]",2
researchers,exposure,find,"[133216, 154800, 155833, 95191, 15957]","[6, 5, 4, 2, 2]",5
researchers,exposure,evaluate,"[44815, 51100, 51956, 94623, 167441, 175183]","[3, 2, 3, 1, 3, 5]",6
researchers,exposure,examine,"[56425, 28212]","[1, 0]",2
researchers,exposure,experiment,"[23125, 179809]","[9, 4]",2
researchers,exposure,assign,"[32853, 174555, 178778]","[4, 3, 1]",3
researchers,equation,derive,"[130112, 22943]","[4, 2]",2
researchers,points,analyze,"[180039, 54326]","[2, 1]",2
researchers,review,provide,"[184946, 212449, 115577, 23958, 178634]","[4, 4, 1, 0, 1]",5
researchers,review,present,"[194761, 201413, 206051, 206498, 208058, 118994, 121462, 142269, 7387, 20944, 162871]","[2, 0, 0, 4, 2, 0, 0, 3, 2, 2, 0]",11
researchers,review,conduct,"[158557, 60829, 1375, 1452, 8777, 176733, 178874, 179790]","[4, 4, 2, 2, 2, 5, 2, 5]",8
researchers,review,perform,"[71880, 175642]","[6, 1]",2
researchers,framework,describe,"[184370, 195895, 221446]","[2, 2, 4]",3
researchers,framework,present,"[186326, 113425, 138942, 41576, 52864, 54221, 60964, 76355, 93927, 2020, 2234, 11943, 13703, 16949, 30140]","[0, 2, 2, 0, 4, 7, 2, 0, 7, 4, 4, 0, 2, 3, 10]",15
researchers,framework,develop,"[188038, 208398, 216946, 225042, 104290, 113131, 138781, 59448, 61706, 84198, 2384, 5058, 5800, 10101, 30370, 161028, 162604, 164076]","[0, 2, 5, 0, 3, 2, 3, 1, 4, 2, 3, 3, 6, 4, 3, 3, 1, 2]",18
researchers,framework,propose,"[188471, 198159, 201263, 206897, 133332, 146966, 151345, 42978, 45883, 58020, 78755, 90119, 1843, 9802, 12191, 30016, 32377, 175323, 178009, 178769]","[2, 4, 2, 6, 9, 5, 1, 3, 9, 4, 0, 5, 1, 6, 2, 3, 2, 1, 3, 2]",20
researchers,framework,apply,"[208242, 217975, 107619, 109139, 110172, 141934, 17318, 21257, 178579]","[3, 2, 1, 6, 3, 5, 1, 2, 5]",9
researchers,framework,illustrate,"[214253, 175323, 178624]","[3, 6, 4]",3
researchers,framework,use,"[216946, 225042, 140707, 44930, 75398, 86487, 21870, 35353]","[5, 0, 1, 1, 3, 6, 4, 1]",8
researchers,framework,implement,"[104290, 5058, 12563]","[3, 3, 4]",3
researchers,framework,discuss,"[112794, 41882, 89564]","[1, 4, 5]",3
researchers,framework,introduce,"[123005, 151710]","[3, 2]",2
researchers,framework,outline,"[88039, 17318]","[4, 1]",2
researchers,framework,provide,"[22558, 29602]","[2, 3]",2
researchers,case study,present,"[180042, 187096, 188146, 194384, 195231, 105551, 118382, 56464, 86774, 90778, 96831, 2517, 3238, 4437, 21462, 161066, 173189, 179276]","[6, 0, 0, 3, 2, 0, 4, 8, 2, 2, 4, 2, 7, 8, 3, 2, 5, 3]",18
researchers,case study,provide,"[181089, 201454, 102949, 75327]","[3, 2, 2, 0]",4
researchers,case study,conduct,"[202184, 2044, 164781]","[2, 5, 8]",3
researchers,case study,use,"[217901, 108018, 130103, 87770, 23156]","[2, 0, 2, 4, 6]",5
researchers,time,investigate,"[180043, 228271, 58665, 95594, 13225, 17033]","[0, 0, 1, 2, 14, 2]",6
researchers,time,calculate,"[181652, 173677]","[6, 0]",2
researchers,time,spend,"[191848, 156682]","[11, 3]",2
researchers,time,constrain,"[201858, 204771, 13733]","[1, 1, 11]",3
researchers,time,measure,"[210642, 131240, 5586]","[3, 5, 2]",3
researchers,time,use,"[217491, 131705, 30098]","[1, 6, 2]",3
researchers,time,determine,"[218256, 150311, 157699, 91680]","[2, 1, 2, 2]",4
researchers,time,compare,"[219147, 116008, 40410, 91739, 173677]","[1, 0, 2, 1, 1]",5
researchers,time,analyze,"[105947, 133788, 15066, 173677]","[0, 3, 5, 1]",4
researchers,time,quantify,"[116732, 36592]","[5, 2]",2
researchers,time,estimate,"[156139, 159194, 86988, 179452]","[4, 6, 10, 3]",4
researchers,time,assess,"[61089, 95137]","[4, 1]",2
researchers,use,investigate,"[180043, 216809, 3961]","[0, 3, 0]",3
researchers,use,assess,"[180961, 175519]","[2, 4]",2
researchers,use,present,"[203623, 103626]","[0, 3]",2
researchers,use,propose,"[114390, 86267, 21361]","[4, 11, 4]",3
researchers,use,integrate,"[52329, 22079]","[6, 6]",2
researchers,use,find,"[90778, 30154]","[3, 4]",2
researchers,use,recommend,"[179048, 179468]","[5, 7]",2
researchers,design,use,"[180043, 58657, 71896, 23955]","[1, 1, 0, 0]",4
researchers,design,present,"[198513, 45064, 79862, 5555, 7745, 8420, 8462, 11726]","[0, 0, 0, 17, 4, 2, 0, 0]",8
researchers,design,describe,"[224314, 43599, 61419, 78931, 81669, 8584, 10700]","[4, 9, 2, 2, 2, 3, 5]",7
researchers,design,demonstrate,"[158142, 85564]","[4, 0]",2
researchers,design,experience,"[96831, 8095]","[4, 1]",2
researchers,design,report,"[15072, 15360, 15500, 177483]","[5, 6, 6, 4]",4
researchers,logistic regression,use,"[180043, 180673, 190327, 210741, 146361, 58657, 61003, 61007, 79006, 93569, 98362, 16034, 29941, 174478, 175354]","[1, 5, 4, 5, 1, 1, 0, 6, 3, 3, 4, 6, 6, 5, 3]",15
researchers,logistic regression,analyze,"[194054, 198498]","[3, 5]",2
researchers,logistic regression,employ,"[83567, 83567, 40045]","[3, 3, 2]",3
researchers,value,calculate,"[180045, 97886, 13256, 176067]","[1, 2, 2, 4]",4
researchers,value,use,"[180430, 120601, 59320, 22325]","[3, 1, 1, 1]",4
researchers,value,analyze,"[180430, 20604]","[3, 2]",2
researchers,value,investigate,"[180971, 217933]","[6, 6]",2
researchers,value,study,"[187526, 196319]","[1, 1]",2
researchers,value,quantify,"[201359, 174787]","[6, 1]",2
researchers,value,compare,"[202497, 58660, 61272]","[5, 3, 1]",3
researchers,value,agree,"[202711, 82363]","[9, 3]",2
researchers,value,assign,"[207986, 14255]","[3, 2]",2
researchers,value,estimate,"[209484, 224288, 144971, 145996, 158583, 58220, 60204, 20717, 21329]","[0, 0, 0, 5, 0, 2, 2, 4, 5]",9
researchers,value,determine,"[212512, 154121, 177382]","[3, 3, 2]",3
researchers,value,obtain,"[221420, 105788, 176913]","[2, 3, 4]",3
researchers,value,link,"[103339, 137401]","[8, 0]",2
researchers,value,assess,"[104416, 73508, 13528]","[3, 2, 4]",3
researchers,value,examine,"[114440, 152872, 94506]","[4, 1, 1]",3
researchers,value,discuss,"[133629, 3056, 178708]","[2, 4, 5]",3
researchers,value,believe,"[47057, 9767]","[8, 1]",2
researchers,value,find,"[73662, 3937, 32814]","[2, 3, 3]",3
researchers,assoc,assess,"[180049, 208556, 217817, 228620, 132867, 145086, 43845, 79006]","[0, 0, 0, 0, 0, 2, 0, 0]",8
researchers,assoc,investigate,"[180170, 181352, 215222, 228778, 127536, 131790, 54611, 61046, 61396, 61496, 81608, 89511, 98355, 1155, 1191, 15037, 27338, 31646, 35249, 169992, 175224, 178007, 178236]","[0, 1, 0, 4, 1, 0, 2, 4, 1, 1, 3, 2, 1, 2, 2, 1, 2, 1, 3, 2, 0, 1, 0]",23
researchers,assoc,examine,"[180595, 181200, 181672, 183753, 219256, 228048, 108559, 128601, 132655, 60807, 61124, 61495, 76735, 85841, 90601, 93569, 1181, 1181, 1590, 13123, 27273, 166066, 172775, 174635, 174635, 174772, 179290]","[1, 3, 1, 2, 0, 3, 3, 1, 0, 1, 3, 3, 1, 0, 2, 0, 1, 3, 2, 5, 1, 0, 6, 0, 2, 1, 3]",27
researchers,assoc,hypothesize,"[180657, 180848, 114103, 130867, 132560, 143869, 52804, 78022]","[2, 2, 2, 3, 1, 2, 2, 7]",8
researchers,assoc,explore,"[180773, 33130, 164631, 165000]","[3, 0, 2, 2]",4
researchers,assoc,find,"[180897, 180933, 181116, 181264, 183342, 184303, 187237, 187778, 193195, 207983, 210552, 217588, 220219, 222339, 110679, 117067, 118194, 130327, 132564, 132902, 140551, 143432, 144289, 151685, 158561, 46330, 47541, 47780, 49248, 49252, 55447, 61514, 72205, 77267, 79715, 84719, 84992, 86704, 98224, 1710, 13812, 17403, 17600, 22648, 22764, 23682, 27091, 27273, 28707, 29905, 30571, 30601, 31405, 31406, 32245, 32513, 33347, 33623, 33623, 34709, 160669, 162735, 163575, 164688, 166254, 166364, 174656, 176155, 177259, 178080, 179143, 179354]","[3, 1, 3, 4, 0, 4, 4, 5, 5, 6, 1, 4, 3, 5, 3, 5, 3, 7, 3, 5, 7, 8, 5, 4, 2, 1, 4, 7, 7, 0, 6, 1, 3, 5, 3, 4, 3, 5, 3, 9, 1, 6, 7, 4, 3, 3, 7, 5, 3, 8, 5, 11, 5, 3, 6, 2, 6, 3, 5, 3, 4, 5, 5, 4, 5, 2, 3, 6, 7, 9, 1, 6]",72
researchers,assoc,evaluate,"[181576, 221283, 124210, 27201, 29941, 176327, 176437]","[1, 5, 0, 2, 6, 1, 3]",7
researchers,assoc,characterize,"[181642, 40891, 32955]","[4, 2, 1]",3
researchers,assoc,estimate,"[181672, 31975]","[2, 4]",2
researchers,assoc,analyze,"[183898, 129511, 133514, 135623, 151685, 156807, 95090]","[2, 1, 1, 1, 4, 2, 1]",7
researchers,assoc,show,"[186743, 204112, 107129, 107649, 114345, 115636, 119682, 122527, 123890, 125600, 126302, 130754, 145326, 71722, 93877, 94346, 95370, 97695, 13775, 15941, 17173, 27274, 27570, 31820, 32540, 33819, 38439, 162879, 178581]","[4, 2, 3, 4, 6, 7, 4, 3, 5, 3, 2, 7, 1, 2, 4, 3, 9, 1, 6, 2, 5, 0, 3, 2, 2, 3, 1, 4, 2]",29
researchers,assoc,observe,"[187237, 126976, 129623, 29154, 34395, 176885, 177259]","[7, 6, 7, 8, 0, 1, 8]",7
researchers,assoc,propose,"[206584, 176099]","[3, 6]",2
researchers,assoc,determine,"[207597, 219763, 127078, 129679, 154166, 155833, 61018, 82824, 34655, 176075, 178513]","[3, 0, 1, 0, 2, 1, 2, 8, 5, 2, 3]",11
researchers,assoc,conclude,"[209121, 214517, 221877, 148129]","[1, 6, 5, 4]",4
researchers,assoc,suggest,"[209356, 132821, 57018]","[18, 4, 2]",3
researchers,assoc,understand,"[212898, 1452]","[1, 2]",2
researchers,assoc,demonstrate,"[216399, 114173, 130789, 50616, 58361, 34810, 37301]","[2, 4, 6, 9, 7, 4, 2]",7
researchers,assoc,study,"[222565, 114765, 14889, 174697]","[1, 2, 1, 0]",4
researchers,assoc,report,"[107535, 48645, 88551]","[4, 0, 0]",3
researchers,assoc,consider,"[126304, 133457]","[5, 7]",2
researchers,assoc,predict,"[128387, 17389, 31289, 31708]","[3, 6, 3, 2]",4
researchers,assoc,exclude,"[149339, 26389]","[5, 8]",2
researchers,assoc,model,"[58657, 83276]","[1, 3]",2
researchers,assoc,confirm,"[62328, 72026]","[1, 6]",2
researchers,assoc,identify,"[82960, 1339, 29804]","[11, 5, 4]",3
researchers,intervention,recommend,"[196494, 23222]","[7, 10]",2
researchers,intervention,conduct,"[131347, 28634]","[1, 1]",2
researchers,an approach,use,"[180058, 180613, 187862, 206676, 211031, 216800, 217507, 102896, 114389, 116018, 116800, 124363, 127793, 129500, 130604, 131486, 138190, 144849, 148933, 150547, 152698, 156054, 50349, 55919, 92219, 98251, 12496, 17669, 18577, 22235, 28527, 28555, 31230, 31256, 31496, 33209, 33723, 33755, 175510, 176851, 178274, 178801, 179079, 179276]","[2, 2, 8, 1, 1, 2, 2, 2, 2, 0, 1, 2, 4, 4, 1, 3, 5, 3, 3, 5, 2, 1, 0, 0, 4, 4, 8, 0, 8, 5, 3, 4, 2, 2, 2, 4, 1, 6, 2, 1, 2, 2, 10, 8]",44
researchers,an approach,apply,"[180762, 181557, 198910, 203609, 205873, 207814, 217250, 220803, 224119, 113179, 114017, 124090, 126966, 134205, 136517, 144072, 153835, 156097, 41183, 56553, 60415, 61499, 80605, 80613, 95983, 1928, 10866, 29090, 34277, 36993, 161114, 161749, 175483, 178253]","[3, 3, 0, 1, 11, 4, 6, 1, 1, 3, 5, 2, 1, 0, 9, 2, 2, 1, 5, 4, 2, 1, 3, 0, 4, 6, 3, 2, 2, 6, 2, 0, 2, 3]",34
researchers,an approach,compare,"[181145, 105158, 82381, 2827]","[3, 6, 3, 6]",4
researchers,an approach,illustrate,"[183599, 157626, 158450, 12282, 174503, 179953]","[7, 5, 7, 3, 3, 1]",6
researchers,an approach,analyze,"[191489, 208242]","[4, 3]",2
researchers,an approach,suggest,"[193623, 206676, 210633, 129510]","[4, 1, 1, 2]",4
researchers,an approach,advocate,"[198534, 75635, 82349, 13720]","[19, 9, 9, 3]",4
researchers,an approach,develop,"[212194, 127828, 85663, 1860, 2026, 6725, 10866, 35351]","[1, 3, 20, 8, 8, 9, 3, 3]",8
researchers,an approach,review,"[212991, 102558, 114086, 124797]","[1, 4, 4, 4]",4
researchers,an approach,employ,"[214831, 122331, 61122, 3858, 31368]","[4, 2, 5, 3, 2]",5
researchers,an approach,adopt,"[225578, 125347, 134537, 139007, 154421, 158808, 75447, 16073, 35064]","[4, 4, 2, 0, 3, 3, 3, 2, 3]",9
researchers,an approach,describe,"[228657, 2152]","[2, 2]",2
researchers,an approach,propose,"[106600, 117984, 151226, 47450, 80274, 93090, 2026, 2977, 15718, 171290]","[5, 9, 2, 2, 6, 5, 7, 4, 8, 6]",10
researchers,an approach,present,"[118104, 152057, 161613]","[10, 0, 0]",3
researchers,an approach,demonstrate,"[138190, 47450, 10333, 15327]","[5, 2, 6, 8]",4
researchers,an approach,select,"[143291, 9210]","[4, 4]",2
researchers,an approach,outline,"[151982, 152935, 95874]","[1, 5, 5]",3
researchers,an approach,address,"[154501, 10535]","[3, 3]",2
researchers,an approach,group,"[42782, 52649]","[6, 6]",2
researchers,an approach,introduce,"[60415, 79325]","[2, 0]",2
researchers,an approach,combine,"[61392, 178947]","[8, 2]",2
researchers,an approach,rely,"[23955, 30907]","[0, 1]",2
researchers,analyze,present,"[180067, 185650, 186622, 187294, 202366, 204828, 218017, 219491, 223249, 227404, 101138, 105526, 105609, 106182, 106597, 111510, 115191, 126054, 127070, 131424, 133541, 141582, 147978, 148773, 153576, 49145, 53499, 54992, 81178, 83320, 86485, 91314, 98362, 1270, 2322, 13789, 13813, 15112, 21136, 31500, 162199, 174645, 175765, 178697]","[4, 3, 0, 1, 3, 0, 2, 0, 7, 2, 3, 3, 3, 0, 6, 0, 0, 3, 2, 2, 3, 2, 3, 0, 0, 0, 2, 0, 1, 0, 1, 0, 1, 1, 2, 3, 2, 3, 3, 0, 4, 4, 3, 1]",44
researchers,analyze,extend,"[181323, 185397, 200567, 228791, 106757, 40574, 2448, 10133]","[1, 4, 6, 2, 4, 7, 4, 3]",8
researchers,analyze,use,"[181587, 192981, 194734, 196520, 198201, 198734, 199965, 200446, 201423, 204220, 204535, 207697, 207730, 215024, 215544, 215831, 216732, 220265, 221981, 228620, 105066, 106316, 107673, 109733, 109893, 110236, 114663, 115187, 116431, 117894, 120347, 127517, 129308, 130354, 131237, 132294, 139560, 147210, 147834, 43481, 47055, 48669, 52018, 52107, 54326, 58180, 59777, 60839, 76476, 76638, 76832, 78632, 79663, 82202, 86477, 88933, 92983, 1821, 10334, 12462, 13830, 14459, 15593, 16357, 22639, 23419, 23419, 26854, 29755, 29854, 29995, 31820, 33012, 33775, 34015, 35298, 159500, 159500, 163642, 164403, 165935, 167256, 177687, 179114]","[3, 0, 0, 6, 0, 3, 2, 1, 3, 4, 3, 2, 1, 2, 2, 5, 0, 4, 1, 3, 2, 3, 3, 1, 1, 1, 0, 3, 3, 4, 2, 3, 4, 3, 6, 3, 3, 3, 2, 5, 6, 0, 2, 1, 1, 2, 0, 4, 3, 2, 0, 0, 4, 3, 10, 5, 1, 3, 3, 3, 5, 5, 6, 3, 5, 3, 12, 2, 2, 5, 3, 4, 1, 8, 2, 2, 3, 6, 1, 2, 1, 0, 1, 3]",84
